t_s,phase,roll_deg,pitch_deg,gyro_x_dps,gyro_y_dps,gyro_z_dps,height_ref_mm,vx_ref_mps,vy_ref_mps,max_cur_a,q0_deg,q1_deg,q2_deg,q3_deg,q4_deg,q5_deg,q6_deg,q7_deg,q8_deg,q9_deg,q10_deg,q11_deg,q12_deg,q13_deg,q14_deg,q15_deg,q16_deg,q17_deg,cmd0_deg,cmd1_deg,cmd2_deg,cmd3_deg,cmd4_deg,cmd5_deg,cmd6_deg,cmd7_deg,cmd8_deg,cmd9_deg,cmd10_deg,cmd11_deg,cmd12_deg,cmd13_deg,cmd14_deg,cmd15_deg,cmd16_deg,cmd17_deg,act0,act1,act2,act3,act4,act5,act6,act7,act8,act9,act10,act11,act12,act13,act14,act15,act16,act17,cur0_a,cur1_a,cur2_a,cur3_a,cur4_a,cur5_a,cur6_a,cur7_a,cur8_a,cur9_a,cur10_a,cur11_a,cur12_a,cur13_a,cur14_a,cur15_a,cur16_a,cur17_a,obs0,obs1,obs2,obs3,obs4,obs5,obs6,obs7,obs8,obs9,obs10,obs11,obs12,obs13,obs14,obs15,obs16,obs17,obs18,obs19,obs20,obs21,obs22,obs23,obs24,obs25,obs26,obs27,obs28,obs29,obs30,obs31,obs32,obs33,obs34,obs35,obs36,obs37,obs38,obs39,obs40,obs41,obs42,obs43,obs44,obs45,obs46,obs47,obs48,obs49,obs50,obs51,obs52,obs53,obs54,obs55,obs56,obs57,obs58,obs59,obs60,obs61,obs62,obs63,obs64,obs65,obs66,obs67,rot60_k
0.0,run,-0.01,3.15,-0.12,-0.2,-0.72,0.0,0.0,0.0,0.019,0.09,0.62,0.18,-0.18,-0.09,0.35,-0.18,0.26,0.44,-0.18,-0.09,0.09,-0.09,0.09,0.18,0.0,0.35,0.35,0.01,-0.97,1.68,1.32,-0.91,1.68,1.32,-1.32,1.94,-1.59,1.41,1.59,1.41,-1.41,1.68,1.5,-1.08,1.76,0.0004,0.3343,-0.0868,0.1338,0.438,-0.3161,0.1652,-0.0828,-0.2013,-0.2266,0.5733,-0.0824,0.0703,-0.029,-0.2541,0.415,0.4349,-0.1773,0.0,0.006,0.006,0.006,0.006,0.0,0.006,0.019,0.006,0.013,0.006,0.013,0.006,0.019,0.013,0.013,0.013,0.006,-0.0031,0.0015,0.0,0.0,0.0,0.0015,0.0,0.0031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0015,-0.0023,0.0038,0.0,0.0,0.0,0.0032,0.0,0.0069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032,0.0038,0.0,0.0,-0.0069,-0.0047,0.0232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.04,run,-0.0,3.15,0.0,0.08,1.5,0.0,0.0,0.0,0.019,-0.26,0.62,0.26,-0.18,-0.09,0.44,-0.18,-0.18,0.44,-0.26,0.0,0.26,0.09,0.0,0.44,0.09,0.18,0.35,-0.44,0.53,3.18,2.82,0.59,3.18,2.82,-2.82,3.44,-2.18,2.91,3.09,2.91,-2.91,3.18,3.0,0.42,3.26,-0.0126,0.5483,-0.2895,0.1659,0.5613,-0.4447,0.1789,0.162,-0.167,-0.0624,0.6172,-0.405,0.1375,0.133,-0.0258,0.3354,0.5776,-0.517,0.0,0.006,0.006,0.006,0.006,0.0,0.006,0.019,0.006,0.013,0.006,0.013,0.006,0.019,0.013,0.013,0.013,0.006,0.0015,0.0015,0.0,0.0,0.0,0.0031,0.0,0.0015,0.0,-0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0015,0.0059,0.0026,0.0,0.0,0.0,0.0047,0.0,0.0023,0.0,-0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0022,0.0026,0.0003,-0.0016,-0.0021,-0.0035,-0.0126,0.0004,0.3343,-0.0868,0.1338,0.438,-0.3161,0.1652,-0.0828,-0.2013,-0.2266,0.5733,-0.0824,0.0703,-0.029,-0.2541,0.415,0.4349,-0.1773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.08,run,0.01,3.12,-0.24,-0.11,-1.91,0.0,0.0,0.0,0.019,0.18,0.26,0.88,0.35,-0.26,1.05,0.44,-0.7,1.05,-1.41,0.7,1.05,0.88,-0.88,1.14,1.14,-0.18,0.88,-0.28,2.03,4.68,4.32,2.09,4.68,4.32,-4.32,4.94,-0.68,4.41,4.59,4.41,-4.41,4.68,4.5,1.92,4.76,-0.0079,0.6098,-0.3727,0.1933,0.6363,-0.482,0.2042,0.175,-0.0832,-0.0167,0.6339,-0.4569,0.1631,0.1717,-0.0727,0.2846,0.5571,-0.5094,0.0,0.006,0.006,0.006,0.006,0.0,0.006,0.019,0.006,0.013,0.006,0.013,0.006,0.019,0.013,0.013,0.013,0.006,-0.0046,0.0015,0.0015,0.0,0.0,0.0046,0.0,-0.0061,0.0,-0.0031,0.0015,0.0031,0.0031,-0.0015,0.0046,0.0015,-0.0015,0.0015,-0.0189,0.0018,0.0058,0.0,0.0,0.0091,0.0,-0.0271,0.0,-0.0075,0.0058,0.0115,0.0115,-0.0058,0.0173,0.0058,-0.0099,0.0018,0.0009,-0.0017,0.0,0.0014,0.0262,-0.0126,0.5483,-0.2895,0.1659,0.5613,-0.4447,0.1789,0.162,-0.167,-0.0624,0.6172,-0.405,0.1375,0.133,-0.0258,0.3354,0.5776,-0.517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.12,run,0.03,3.1,-0.36,-0.4,1.05,0.0,0.0,0.0,0.039,-0.53,-0.09,1.58,1.23,-0.26,2.2,1.23,-1.58,1.58,-1.93,1.58,2.11,1.76,-1.67,2.37,2.02,-0.44,1.76,-0.52,3.53,6.18,5.82,3.59,6.18,5.82,-5.82,6.44,0.1,5.91,6.09,5.04,-5.91,6.18,6.0,3.42,6.26,-0.0149,0.5853,-0.3802,0.1695,0.6239,-0.4945,0.1904,0.1769,-0.1209,0.003,0.6241,-0.4806,0.144,0.1897,-0.1487,0.2728,0.5779,-0.5446,0.019,0.0,0.013,0.019,0.0,0.019,0.013,0.033,0.039,0.006,0.006,0.019,0.013,0.033,0.006,0.033,0.006,0.019,0.0031,-0.0046,0.0123,0.0092,-0.0031,0.0153,0.0107,-0.0153,0.0107,-0.023,0.0138,0.0169,0.0169,-0.0169,0.0169,0.0199,-0.0077,0.0107,0.015,-0.0213,0.0436,0.0339,-0.0113,0.0459,0.0395,-0.0529,0.0395,-0.0787,0.0492,0.0589,0.0589,-0.0605,0.0573,0.0718,-0.0296,0.0352,0.0021,-0.0037,-0.0041,-0.0019,-0.0334,-0.0079,0.6098,-0.3727,0.1933,0.6363,-0.482,0.2042,0.175,-0.0832,-0.0167,0.6339,-0.4569,0.1631,0.1717,-0.0727,0.2846,0.5571,-0.5094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.16,run,-0.02,3.11,-0.79,-0.18,2.16,0.0,0.0,0.0,0.039,-0.7,0.0,2.81,2.29,-0.09,3.34,2.37,-2.72,2.55,-1.85,2.64,3.25,2.9,-2.81,3.43,2.99,-0.35,2.81,-1.23,4.95,7.68,5.52,5.09,7.68,5.85,-7.32,7.94,0.38,6.97,7.59,3.59,-7.41,7.68,7.5,4.92,7.76,-0.0352,0.5446,-0.3988,0.1577,0.5781,-0.4998,0.1672,0.2079,-0.2125,0.0108,0.5813,-0.4918,0.1027,0.2179,-0.2833,0.2653,0.572,-0.601,0.019,0.0,0.013,0.019,0.0,0.019,0.013,0.033,0.039,0.006,0.006,0.019,0.013,0.033,0.006,0.033,0.006,0.019,-0.0092,-0.0107,0.0245,0.0245,-0.0031,0.0353,0.0245,-0.0307,0.0199,-0.0322,0.0291,0.0353,0.0322,-0.0307,0.0383,0.0353,-0.0123,0.0261,-0.0368,-0.0386,0.0778,0.0829,-0.0079,0.109,0.0809,-0.0962,0.0632,-0.0906,0.0936,0.1122,0.1004,-0.0956,0.1229,0.1094,-0.0384,0.0838,0.0037,-0.0054,-0.0063,-0.007,0.0183,-0.0149,0.5853,-0.3802,0.1695,0.6239,-0.4945,0.1904,0.1769,-0.1209,0.003,0.6241,-0.4806,0.144,0.1897,-0.1487,0.2728,0.5779,-0.5446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.2,run,-0.01,3.13,-0.07,-0.16,-1.57,0.0,0.0,0.0,0.039,-0.44,0.35,3.96,3.52,0.53,4.66,3.52,-4.04,3.96,-2.46,3.96,4.57,3.87,-4.13,4.75,4.83,0.0,4.13,-2.15,3.47,9.18,5.65,3.63,9.18,4.78,-8.82,9.44,-0.05,5.47,9.09,2.09,-8.91,9.18,9.0,5.51,8.94,-0.0614,0.5177,-0.4263,0.1613,0.5206,-0.5078,0.1366,0.2604,-0.3334,-0.0013,0.5259,-0.4991,0.0476,0.2633,-0.4509,0.2613,0.5547,-0.6595,0.019,0.0,0.013,0.019,0.0,0.019,0.013,0.033,0.039,0.006,0.006,0.019,0.013,0.033,0.006,0.033,0.006,0.019,-0.0123,-0.0092,0.046,0.043,0.0,0.0552,0.0445,-0.0506,0.0368,-0.0307,0.0476,0.0552,0.0522,-0.0506,0.0568,0.0522,-0.0107,0.0445,-0.0373,-0.0212,0.1351,0.1271,0.006,0.1512,0.1315,-0.1422,0.1076,-0.0576,0.1346,0.1534,0.1451,-0.1418,0.1551,0.1399,-0.0211,0.1277,-0.0003,-0.0049,-0.0138,-0.0031,0.0377,-0.0352,0.5446,-0.3988,0.1577,0.5781,-0.4998,0.1672,0.2079,-0.2125,0.0108,0.5813,-0.4918,0.1027,0.2179,-0.2833,0.2653,0.572,-0.601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.24,run,-0.05,3.12,-0.96,-0.44,1.83,0.0,0.0,0.0,0.039,-1.49,1.14,5.36,4.39,1.58,6.06,4.48,-5.45,5.36,-1.05,5.01,5.89,4.48,-5.54,6.15,5.54,0.53,5.45,-2.8,1.97,10.68,5.76,2.13,10.68,3.86,-8.2,10.94,-0.44,3.97,10.59,0.59,-8.77,10.68,9.42,4.35,7.44,-0.0799,0.4893,-0.4609,0.1645,0.4486,-0.5163,0.1103,0.3054,-0.443,-0.0127,0.4617,-0.5193,0.0063,0.295,-0.5895,0.2692,0.5337,-0.7227,0.013,0.0,0.006,0.013,0.0,0.013,0.006,0.019,0.026,0.013,0.0,0.006,0.0,0.019,0.006,0.026,0.026,0.006,-0.0077,-0.0031,0.066,0.0644,0.0107,0.0782,0.0644,-0.0736,0.0614,-0.0414,0.0706,0.0782,0.069,-0.0736,0.0798,0.0844,-0.0046,0.0675,-0.0089,0.008,0.169,0.1691,0.0443,0.1917,0.1665,-0.1854,0.1669,-0.0804,0.1801,0.1933,0.1646,-0.1851,0.1945,0.2182,0.0081,0.1753,0.0,-0.0035,-0.0012,-0.0027,-0.0274,-0.0614,0.5177,-0.4263,0.1613,0.5206,-0.5078,0.1366,0.2604,-0.3334,-0.0013,0.5259,-0.4991,0.0476,0.2633,-0.4509,0.2613,0.5547,-0.6595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.28,run,-0.05,3.14,0.15,-0.16,-0.75,0.0,0.0,0.0,0.039,-2.02,2.02,6.77,5.01,2.37,7.47,5.1,-6.68,6.77,-0.79,5.89,7.29,4.83,-6.68,7.56,7.47,1.58,6.68,-3.03,0.47,12.18,6.01,0.63,12.18,3.89,-7.08,12.44,-0.5,2.47,12.09,-0.29,-8.58,11.26,9.81,2.85,5.94,-0.0865,0.4494,-0.4985,0.1716,0.3939,-0.5263,0.1112,0.3258,-0.4997,-0.0143,0.3991,-0.5304,-0.0083,0.2986,-0.6322,0.2804,0.4852,-0.7626,0.013,0.0,0.006,0.013,0.0,0.013,0.006,0.019,0.026,0.013,0.0,0.006,0.0,0.019,0.006,0.026,0.026,0.006,-0.0261,0.0107,0.0905,0.0798,0.0291,0.1028,0.0813,-0.0982,0.0859,-0.0169,0.089,0.1012,0.0798,-0.0982,0.1043,0.0966,0.0046,0.0905,-0.0752,0.0574,0.2103,0.1759,0.1,0.2262,0.1798,-0.2218,0.2088,0.0357,0.1951,0.2215,0.1554,-0.2216,0.2281,0.1987,0.0402,0.209,-0.0037,-0.0037,-0.0168,-0.0077,0.032,-0.0799,0.4893,-0.4609,0.1645,0.4486,-0.5163,0.1103,0.3054,-0.443,-0.0127,0.4617,-0.5193,0.0063,0.295,-0.5895,0.2692,0.5337,-0.7227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.32,run,-0.01,3.14,-0.11,0.16,0.24,0.0,0.0,0.0,0.039,-2.2,2.81,8.0,5.45,2.99,8.79,5.54,-7.56,8.09,-0.7,6.5,8.7,4.75,-7.73,8.79,8.09,3.43,7.56,-3.11,-1.03,13.68,5.44,-0.87,13.68,4.13,-8.0,13.94,-0.2,0.97,13.59,-0.26,-10.08,10.08,10.72,1.35,4.44,-0.0889,0.3859,-0.5331,0.1554,0.3217,-0.53,0.1181,0.3091,-0.5295,-0.0058,0.3341,-0.5458,-0.0076,0.2701,-0.6462,0.3063,0.4402,-0.7972,0.013,0.0,0.006,0.013,0.0,0.013,0.006,0.019,0.026,0.013,0.0,0.006,0.0,0.019,0.006,0.026,0.026,0.006,-0.0353,0.0261,0.115,0.0905,0.043,0.1273,0.092,-0.1197,0.1104,-0.0123,0.1043,0.1258,0.0859,-0.1181,0.1289,0.1304,0.023,0.112,-0.0871,0.0976,0.2391,0.1633,0.1217,0.2502,0.1661,-0.2357,0.2381,0.0422,0.194,0.247,0.1318,-0.2298,0.2516,0.2655,0.097,0.2267,-0.0029,-0.0025,0.0027,-0.0027,-0.013,-0.0865,0.4494,-0.4985,0.1716,0.3939,-0.5263,0.1112,0.3258,-0.4997,-0.0143,0.3991,-0.5304,-0.0083,0.2986,-0.6322,0.2804,0.4852,-0.7626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.36,run,-0.07,3.09,-1.32,-0.69,2.14,0.0,0.0,0.0,0.039,-3.43,3.25,9.58,5.45,3.34,10.28,5.54,-8.17,9.49,0.0,6.68,10.11,4.31,-8.44,9.93,8.96,3.69,8.26,-3.45,-2.53,15.18,4.7,-2.37,15.18,4.53,-9.5,15.44,0.16,-0.53,15.09,-0.18,-11.58,11.49,11.86,-0.15,2.94,-0.0987,0.303,-0.5603,0.1343,0.2418,-0.5215,0.1295,0.2803,-0.5464,0.0045,0.2587,-0.5392,-0.0051,0.237,-0.6295,0.3389,0.3812,-0.8152,0.013,0.0,0.013,0.0,0.006,0.019,0.019,0.013,0.019,0.0,0.0,0.006,0.013,0.026,0.013,0.006,0.0,0.006,-0.0383,0.0399,0.1365,0.0982,0.0537,0.1503,0.0997,-0.135,0.1335,-0.0107,0.115,0.1503,0.0844,-0.1365,0.1503,0.1411,0.0552,0.1273,-0.0725,0.12,0.2477,0.143,0.1253,0.2612,0.1449,-0.2223,0.2527,0.0353,0.176,0.2647,0.0865,-0.2297,0.2564,0.226,0.1884,0.216,0.0002,-0.0023,-0.0019,0.0029,0.0042,-0.0889,0.3859,-0.5331,0.1554,0.3217,-0.53,0.1181,0.3091,-0.5295,-0.0058,0.3341,-0.5458,-0.0076,0.2701,-0.6462,0.3063,0.4402,-0.7972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.4,run,-0.04,3.08,0.18,0.03,-1.01,0.0,0.0,0.0,0.039,-3.34,3.25,10.99,5.45,3.34,11.69,5.54,-8.7,10.99,-0.35,6.68,11.6,3.25,-9.58,10.63,10.55,4.04,8.61,-3.41,-4.03,16.68,4.36,-3.87,16.68,5.16,-11.0,16.94,0.21,-2.03,16.59,0.36,-13.08,12.99,12.82,-1.65,1.44,-0.0975,0.2347,-0.5685,0.1245,0.1795,-0.5251,0.1475,0.2474,-0.5497,0.006,0.2136,-0.5368,0.0102,0.1861,-0.6017,0.3664,0.3388,-0.8274,0.013,0.0,0.013,0.0,0.006,0.019,0.019,0.013,0.019,0.0,0.0,0.006,0.013,0.026,0.013,0.006,0.0,0.006,-0.0598,0.0476,0.1641,0.0982,0.0598,0.1764,0.0997,-0.1457,0.158,0.0015,0.1181,0.1749,0.0767,-0.1488,0.1703,0.1565,0.0598,0.1396,-0.1311,0.1127,0.2767,0.1001,0.1107,0.2805,0.1014,-0.1958,0.2688,0.0706,0.1347,0.2771,0.0318,-0.2067,0.2542,0.2156,0.1491,0.1972,-0.0053,-0.0065,-0.023,-0.0121,0.0373,-0.0987,0.303,-0.5603,0.1343,0.2418,-0.5215,0.1295,0.2803,-0.5464,0.0045,0.2587,-0.5392,-0.0051,0.237,-0.6295,0.3389,0.3812,-0.8152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.44,run,-0.05,3.08,-0.27,-0.1,-0.17,0.0,0.0,0.0,0.039,-3.34,3.16,12.39,5.36,2.99,13.1,5.01,-9.23,12.39,0.35,6.33,13.01,2.2,-10.55,10.99,10.72,4.13,8.7,-3.49,-5.53,17.38,3.61,-5.37,18.18,5.48,-12.5,17.81,0.62,-3.53,18.09,0.68,-14.58,13.95,13.59,-3.15,-0.06,-0.0997,0.1706,-0.5602,0.1031,0.1205,-0.5193,0.1565,0.2071,-0.5552,0.0176,0.1799,-0.5298,0.0195,0.1416,-0.6006,0.3882,0.3199,-0.8368,0.013,0.0,0.013,0.0,0.006,0.019,0.019,0.013,0.019,0.0,0.0,0.006,0.013,0.026,0.013,0.006,0.0,0.006,-0.0583,0.0476,0.1887,0.0982,0.0598,0.201,0.0997,-0.1549,0.1841,-0.0046,0.1181,0.201,0.0583,-0.1687,0.1825,0.1841,0.066,0.1457,-0.0863,0.0789,0.2818,0.0701,0.0775,0.2844,0.071,-0.1701,0.2818,0.0274,0.0943,0.2876,-0.0438,-0.2163,0.222,0.2501,0.1264,0.16,-0.002,-0.0077,0.0031,0.0005,-0.0175,-0.0975,0.2347,-0.5685,0.1245,0.1795,-0.5251,0.1475,0.2474,-0.5497,0.006,0.2136,-0.5368,0.0102,0.1861,-0.6017,0.3664,0.3388,-0.8274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.48,run,-0.07,3.05,-0.6,-0.32,0.14,0.0,0.0,0.0,0.039,-3.78,2.46,13.8,4.75,2.2,14.5,4.92,-9.84,13.8,0.35,5.45,14.41,1.23,-11.69,12.48,12.22,4.04,8.26,-3.71,-7.03,18.88,3.17,-6.87,19.68,5.92,-14.0,18.25,0.93,-5.03,19.59,1.18,-16.08,15.45,14.14,-4.65,-1.56,-0.106,0.1193,-0.5403,0.0906,0.0889,-0.5198,0.1692,0.1793,-0.55,0.0265,0.1596,-0.5208,0.0338,0.1115,-0.5802,0.4041,0.3071,-0.8376,0.0,0.013,0.013,0.006,0.026,0.006,0.013,0.026,0.013,0.026,0.026,0.013,0.006,0.039,0.013,0.0,0.019,0.006,-0.0583,0.046,0.2132,0.0966,0.0537,0.2255,0.0905,-0.1641,0.2086,0.0077,0.112,0.2255,0.0399,-0.1856,0.1887,0.1871,0.0675,0.1473,-0.0604,0.0495,0.2886,0.0433,0.0314,0.2904,0.0155,-0.1533,0.2885,0.0648,0.0432,0.2926,-0.0991,-0.2142,0.1782,0.1865,0.0942,0.1177,-0.0029,-0.0078,-0.0047,-0.0018,-0.0029,-0.0997,0.1706,-0.5602,0.1031,0.1205,-0.5193,0.1565,0.2071,-0.5552,0.0176,0.1799,-0.5298,0.0195,0.1416,-0.6006,0.3882,0.3199,-0.8368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.52,run,-0.05,3.05,-0.14,-0.17,-0.13,0.0,0.0,0.0,0.039,-3.78,1.41,15.12,3.69,1.14,15.91,4.92,-10.9,15.12,0.62,4.22,15.82,0.7,-13.01,13.01,13.01,3.34,7.38,-3.73,-8.53,20.36,2.83,-8.37,20.53,6.45,-15.5,19.02,1.18,-6.53,20.66,1.65,-17.58,15.8,14.53,-6.15,-3.06,-0.1064,0.0842,-0.5252,0.081,0.0635,-0.5231,0.1843,0.1469,-0.541,0.0338,0.1554,-0.5217,0.0472,0.0775,-0.5788,0.4152,0.3136,-0.844,0.0,0.013,0.013,0.006,0.026,0.006,0.013,0.026,0.013,0.026,0.026,0.013,0.006,0.039,0.013,0.0,0.019,0.006,-0.066,0.0337,0.2378,0.0859,0.0399,0.25,0.089,-0.1749,0.2332,0.0077,0.0966,0.25,0.023,-0.2056,0.2148,0.2132,0.066,0.1396,-0.0709,-0.0111,0.2935,-0.0097,-0.0295,0.2948,0.0051,-0.1474,0.2935,0.0454,-0.027,0.2963,-0.1323,-0.2243,0.222,0.2277,0.0602,0.0538,-0.0047,-0.0102,-0.0105,-0.0055,0.0024,-0.106,0.1193,-0.5403,0.0906,0.0889,-0.5198,0.1692,0.1793,-0.55,0.0265,0.1596,-0.5208,0.0338,0.1115,-0.5802,0.4041,0.3071,-0.8376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.56,run,-0.04,3.04,-0.15,-0.15,-0.21,0.0,0.0,0.0,0.039,-3.52,0.09,16.52,3.52,-0.18,17.31,5.19,-12.13,16.35,1.23,2.81,17.23,0.44,-14.33,14.24,13.62,2.37,6.24,-3.88,-10.03,21.86,2.37,-9.87,20.17,7.03,-17.0,19.99,1.61,-8.03,20.48,2.26,-19.08,17.24,15.11,-6.83,-4.56,-0.1107,0.0572,-0.4984,0.0678,0.0463,-0.5274,0.2008,0.1312,-0.5295,0.0461,0.1599,-0.5238,0.0645,0.0596,-0.5618,0.4317,0.3304,-0.8446,0.0,0.013,0.013,0.006,0.026,0.006,0.013,0.026,0.013,0.026,0.026,0.013,0.006,0.039,0.013,0.0,0.019,0.006,-0.066,0.0153,0.2608,0.0675,0.0215,0.2746,0.089,-0.1933,0.2562,0.0123,0.0752,0.2746,0.0138,-0.2286,0.224,0.227,0.0537,0.1243,-0.0496,-0.0772,0.2923,-0.0762,-0.0901,0.299,0.0036,-0.1726,0.2923,0.0491,-0.0999,0.3001,-0.1273,-0.2438,0.1901,0.2115,-0.0042,-0.0202,-0.0031,-0.0105,-0.0024,-0.003,-0.0024,-0.1064,0.0842,-0.5252,0.081,0.0635,-0.5231,0.1843,0.1469,-0.541,0.0338,0.1554,-0.5217,0.0472,0.0775,-0.5788,0.4152,0.3136,-0.844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.6,run,-0.04,3.03,-0.02,-0.02,-0.93,0.0,0.0,0.0,0.039,-3.96,-1.32,17.75,3.08,-1.58,18.63,6.06,-13.54,17.31,0.97,1.41,18.54,0.44,-15.56,15.64,14.68,1.05,4.92,-3.88,-11.53,23.36,1.76,-11.37,19.33,7.55,-18.5,21.25,2.15,-9.53,20.0,2.92,-20.58,18.13,15.53,-5.86,-6.06,-0.1109,0.0349,-0.4729,0.0503,0.0362,-0.5372,0.2157,0.1148,-0.5147,0.0613,0.1624,-0.5294,0.0834,0.0437,-0.5514,0.4438,0.3479,-0.8477,0.006,0.026,0.006,0.006,0.033,0.006,0.006,0.026,0.019,0.026,0.026,0.0,0.019,0.039,0.013,0.013,0.039,0.013,-0.0614,-0.0077,0.2853,0.0644,-0.0015,0.2991,0.0936,-0.2148,0.2777,0.023,0.0506,0.2991,0.0092,-0.2516,0.2454,0.2378,0.0368,0.1043,-0.0175,-0.1404,0.2967,-0.0649,-0.1494,0.3014,0.0198,-0.2014,0.2852,0.0747,-0.1621,0.3022,-0.1064,-0.257,0.2137,0.1884,-0.0662,-0.089,-0.0022,-0.0109,-0.0027,-0.0026,-0.0037,-0.1107,0.0572,-0.4984,0.0678,0.0463,-0.5274,0.2008,0.1312,-0.5295,0.0461,0.1599,-0.5238,0.0645,0.0596,-0.5618,0.4317,0.3304,-0.8446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.64,run,-0.05,3.01,-0.53,-0.14,1.9,0.0,0.0,0.0,0.039,-3.96,-2.72,19.34,2.46,-3.08,19.51,6.68,-14.94,18.46,1.85,0.0,19.51,1.14,-17.05,16.17,14.68,-0.35,3.52,-3.66,-13.03,24.86,1.11,-12.87,18.22,8.08,-19.8,22.41,2.66,-11.03,18.96,3.55,-22.08,18.45,16.0,-4.56,-7.44,-0.1047,0.0156,-0.4508,0.0316,0.0261,-0.5503,0.2308,0.0946,-0.501,0.0761,0.173,-0.5417,0.1016,0.0214,-0.5476,0.4571,0.3717,-0.8522,0.006,0.026,0.006,0.006,0.033,0.006,0.006,0.026,0.019,0.026,0.026,0.0,0.019,0.039,0.013,0.013,0.039,0.013,-0.069,-0.0322,0.3068,0.0568,-0.0261,0.3221,0.1089,-0.2393,0.2945,0.0184,0.0261,0.3221,0.0092,-0.273,0.27,0.2562,0.0138,0.0813,-0.0411,-0.1906,0.2885,-0.0743,-0.1969,0.2975,0.0715,-0.2333,0.2631,0.035,-0.2058,0.2981,-0.0745,-0.2607,0.2419,0.2011,-0.1329,-0.1488,-0.0024,-0.0122,-0.0004,-0.0003,-0.0162,-0.1109,0.0349,-0.4729,0.0503,0.0362,-0.5372,0.2157,0.1148,-0.5147,0.0613,0.1624,-0.5294,0.0834,0.0437,-0.5514,0.4438,0.3479,-0.8477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
